B. malayi Gene stable ID,B. malayi Gene name,B. malayi Transcript stable ID,B. malayi Chromosome/scaffold name,B. malayi Gene start (bp),B. malayi Gene end (bp),C. elegans (PRJNA13758) [WS258] gene stable ID,C. elegans (PRJNA13758) [WS258] gene name,C. elegans (PRJNA13758) [WS258] chromosome/scaffold,C. elegans (PRJNA13758) [WS258] start (bp),C. elegans (PRJNA13758) [WS258] end (bp),Homology type,% identity,O. volvulus (PRJEB513) [WS258] gene stable ID,O. volvulus (PRJEB513) [WS258] gene name,O. volvulus (PRJEB513) [WS258] chromosome/scaffold,O. volvulus (PRJEB513) [WS258] start (bp),O. volvulus (PRJEB513) [WS258] end (bp),Homology type,% identity
WBGene00223865,Bma-ncbp-2,Bm3604b,Bm_v4_ChrX_scaffold_001,14447751,14449588,WBGene00009141,ncbp-2,I,7642270,7643328,ortholog_one2one,66.25,WBGene00239969,Ovo-ncbp-2,OVOC_OM1b,23080994,23083505,ortholog_one2one,95.625
WBGene00223867,Bm3606,Bm3606,Bm_v4_Chr3_scaffold_001,10040751,10042892,WBGene00009142,F26A3.4,I,7656978,7658291,ortholog_one2one,55.1887,WBGene00237330,OVOC521,OVOC_OM1b,3838471,3845195,ortholog_one2one,76.8868
WBGene00223868,Bm3607,Bm3607a,Bm_v4_ChrX_scaffold_001,15732837,15736545,WBGene00017816,hrpk-1,I,6317701,6320365,ortholog_one2many,46.6667,WBGene00240584,OVOC3775,OVOC_OM1b,28274727,28278988,ortholog_one2one,94.2029
WBGene00223868,Bm3607,Bm3607b,Bm_v4_ChrX_scaffold_001,15732837,15736545,WBGene00017816,hrpk-1,I,6317701,6320365,ortholog_one2many,46.6667,WBGene00240584,OVOC3775,OVOC_OM1b,28274727,28278988,ortholog_one2one,94.2029
WBGene00223869,Bma-let-381,Bm3608,Bm_v4_Chr3_scaffold_001,13175870,13178120,WBGene00002601,let-381,I,6320289,6324018,ortholog_one2one,31.1037,WBGene00237427,Ovo-let-381,OVOC_OM1b,4370035,4374046,ortholog_one2one,75.5853
WBGene00223870,Bma-dsc-1,Bm3609,Bm_v4_Chr2_contig_001,701895,706939,WBGene00006744,unc-4,II,9897754,9900376,ortholog_one2one,44.2105,WBGene00248105,Ovo-unc-4,OVOC_OM4,13450889,13455770,ortholog_one2one,74.0351
WBGene00223871,Bm3610,Bm3610.1,Bm_v4_ChrX_scaffold_001,22027051,22035210,WBGene00019270,H41C03.3,II,5845777,5850308,ortholog_many2many,24.4306,WBGene00239365,OVOC2556,OVOC_OM1b,19083728,19088931,ortholog_one2many,55.6936
WBGene00223871,Bm3610,Bm3610.1,Bm_v4_ChrX_scaffold_001,22027051,22035210,WBGene00019919,R07C3.3,II,938849,940683,ortholog_many2many,21.118,WBGene00239365,OVOC2556,OVOC_OM1b,19083728,19088931,ortholog_one2many,55.6936
WBGene00223871,Bm3610,Bm3610.1,Bm_v4_ChrX_scaffold_001,22027051,22035210,WBGene00011655,T09E11.6,I,12366335,12368619,ortholog_many2many,22.1532,WBGene00239365,OVOC2556,OVOC_OM1b,19083728,19088931,ortholog_one2many,55.6936
WBGene00223871,Bm3610,Bm3610.1,Bm_v4_ChrX_scaffold_001,22027051,22035210,WBGene00011658,T09E11.9,I,12347700,12349819,ortholog_many2many,22.7743,WBGene00239365,OVOC2556,OVOC_OM1b,19083728,19088931,ortholog_one2many,55.6936
WBGene00223871,Bm3610,Bm3610.1,Bm_v4_ChrX_scaffold_001,22027051,22035210,WBGene00020503,T14B4.9,II,6730207,6733795,ortholog_many2many,23.3954,WBGene00239365,OVOC2556,OVOC_OM1b,19083728,19088931,ortholog_one2many,55.6936
WBGene00223871,Bm3610,Bm3610.1,Bm_v4_ChrX_scaffold_001,22027051,22035210,WBGene00013119,Y51H4A.25,IV,16736329,16743178,ortholog_many2many,21.3251,WBGene00239365,OVOC2556,OVOC_OM1b,19083728,19088931,ortholog_one2many,55.6936
WBGene00223871,Bm3610,Bm3610.1,Bm_v4_ChrX_scaffold_001,22027051,22035210,WBGene00012135,T28F3.9,IV,17308525,17311695,ortholog_many2many,21.5321,WBGene00239365,OVOC2556,OVOC_OM1b,19083728,19088931,ortholog_one2many,55.6936
WBGene00223871,Bm3610,Bm3610.1,Bm_v4_ChrX_scaffold_001,22027051,22035210,WBGene00009148,F26D2.3,V,16407963,16410270,ortholog_many2many,21.118,WBGene00239365,OVOC2556,OVOC_OM1b,19083728,19088931,ortholog_one2many,55.6936
WBGene00223871,Bm3610,Bm3610.1,Bm_v4_ChrX_scaffold_001,22027051,22035210,WBGene00014236,ZK1225.2,I,13208441,13210462,ortholog_many2many,20.7039,WBGene00239365,OVOC2556,OVOC_OM1b,19083728,19088931,ortholog_one2many,55.6936
WBGene00223871,Bm3610,Bm3610.1,Bm_v4_ChrX_scaffold_001,22027051,22035210,WBGene00012102,T27F6.1,I,12470620,12473404,ortholog_many2many,24.4306,WBGene00239365,OVOC2556,OVOC_OM1b,19083728,19088931,ortholog_one2many,55.6936
WBGene00223871,Bm3610,Bm3610.2,Bm_v4_ChrX_scaffold_001,22027051,22035210,WBGene00019270,H41C03.3,II,5845777,5850308,ortholog_many2many,24.4306,WBGene00239365,OVOC2556,OVOC_OM1b,19083728,19088931,ortholog_one2many,55.6936
WBGene00223871,Bm3610,Bm3610.2,Bm_v4_ChrX_scaffold_001,22027051,22035210,WBGene00019919,R07C3.3,II,938849,940683,ortholog_many2many,21.118,WBGene00239365,OVOC2556,OVOC_OM1b,19083728,19088931,ortholog_one2many,55.6936
WBGene00223871,Bm3610,Bm3610.2,Bm_v4_ChrX_scaffold_001,22027051,22035210,WBGene00011655,T09E11.6,I,12366335,12368619,ortholog_many2many,22.1532,WBGene00239365,OVOC2556,OVOC_OM1b,19083728,19088931,ortholog_one2many,55.6936
WBGene00223871,Bm3610,Bm3610.2,Bm_v4_ChrX_scaffold_001,22027051,22035210,WBGene00011658,T09E11.9,I,12347700,12349819,ortholog_many2many,22.7743,WBGene00239365,OVOC2556,OVOC_OM1b,19083728,19088931,ortholog_one2many,55.6936
WBGene00223871,Bm3610,Bm3610.2,Bm_v4_ChrX_scaffold_001,22027051,22035210,WBGene00020503,T14B4.9,II,6730207,6733795,ortholog_many2many,23.3954,WBGene00239365,OVOC2556,OVOC_OM1b,19083728,19088931,ortholog_one2many,55.6936
WBGene00223871,Bm3610,Bm3610.2,Bm_v4_ChrX_scaffold_001,22027051,22035210,WBGene00013119,Y51H4A.25,IV,16736329,16743178,ortholog_many2many,21.3251,WBGene00239365,OVOC2556,OVOC_OM1b,19083728,19088931,ortholog_one2many,55.6936
WBGene00223871,Bm3610,Bm3610.2,Bm_v4_ChrX_scaffold_001,22027051,22035210,WBGene00012135,T28F3.9,IV,17308525,17311695,ortholog_many2many,21.5321,WBGene00239365,OVOC2556,OVOC_OM1b,19083728,19088931,ortholog_one2many,55.6936
WBGene00223871,Bm3610,Bm3610.2,Bm_v4_ChrX_scaffold_001,22027051,22035210,WBGene00009148,F26D2.3,V,16407963,16410270,ortholog_many2many,21.118,WBGene00239365,OVOC2556,OVOC_OM1b,19083728,19088931,ortholog_one2many,55.6936
WBGene00223871,Bm3610,Bm3610.2,Bm_v4_ChrX_scaffold_001,22027051,22035210,WBGene00014236,ZK1225.2,I,13208441,13210462,ortholog_many2many,20.7039,WBGene00239365,OVOC2556,OVOC_OM1b,19083728,19088931,ortholog_one2many,55.6936
WBGene00223871,Bm3610,Bm3610.2,Bm_v4_ChrX_scaffold_001,22027051,22035210,WBGene00012102,T27F6.1,I,12470620,12473404,ortholog_many2many,24.4306,WBGene00239365,OVOC2556,OVOC_OM1b,19083728,19088931,ortholog_one2many,55.6936
WBGene00223872,Bma-hsp-1,Bm3611.1,Bm_v4_Chr2_contig_001,8645981,8649822,WBGene00002005,hsp-1,IV,17278959,17281330,ortholog_one2one,91.6279,WBGene00255503,OVOC13484,OVOC_OM4,8432346,8436071,ortholog_one2one,99.2248
WBGene00223872,Bma-hsp-1,Bm3611.2,Bm_v4_Chr2_contig_001,8645981,8649822,WBGene00002005,hsp-1,IV,17278959,17281330,ortholog_one2one,91.6279,WBGene00255503,OVOC13484,OVOC_OM4,8432346,8436071,ortholog_one2one,99.2248
WBGene00223872,Bma-hsp-1,Bm3611.3,Bm_v4_Chr2_contig_001,8645981,8649822,WBGene00002005,hsp-1,IV,17278959,17281330,ortholog_one2one,91.6279,WBGene00255503,OVOC13484,OVOC_OM4,8432346,8436071,ortholog_one2one,99.2248
WBGene00223873,Bma-atgp-1,Bm3612,Bm_v4_ChrX_scaffold_001,9946346,9949736,WBGene00000224,atgp-1,IV,17269342,17272183,ortholog_one2many,36.1111,WBGene00241024,Ovo-atgp-1,OVOC_OM2,3029530,3041340,ortholog_one2many,68.9542
WBGene00223874,Bma-inx-4,Bm3613,Bm_v4_Chr4_scaffold_001,12380811,12389202,WBGene00000488,che-7,V,7961539,7968899,ortholog_one2one,75.1866,WBGene00244255,Ovo-che-7,OVOC_OM2,24786146,24797993,ortholog_one2one,88.6194
WBGene00223875,Bma-let-413,Bm3614,Bm_v4_ChrX_scaffold_001,18208511,18223636,WBGene00002632,let-413,V,7972924,7977774,ortholog_one2one,22.2692,WBGene00239711,Ovo-let-413,OVOC_OM1b,21287255,21297641,ortholog_one2one,67.5828
WBGene00223876,Bma-fkh-7,Bm3615a,Bm_v4_ChrX_scaffold_001,4910233,4916905,WBGene00001439,fkh-7,IV,5584661,5610368,ortholog_one2one,46.2415,WBGene00241839,Ovo-fkh-7,OVOC_OM2,8371656,8380583,ortholog_one2one,94.3052
WBGene00223876,Bma-fkh-7,Bm3615b,Bm_v4_ChrX_scaffold_001,4910233,4916905,WBGene00001439,fkh-7,IV,5584661,5610368,ortholog_one2one,46.2415,WBGene00241839,Ovo-fkh-7,OVOC_OM2,8371656,8380583,ortholog_one2one,94.3052
WBGene00223877,Bma-sur-6,Bm3616a,Bm_v4_Chr3_scaffold_001,2420095,2426050,WBGene00006352,sur-6,I,9754122,9757898,ortholog_one2one,67.0611,WBGene00248708,OVOC11899,OVOC_OM1a,2270732,2277468,ortholog_one2one,92.1105
WBGene00223877,Bma-sur-6,Bm3616b,Bm_v4_Chr3_scaffold_001,2420095,2426050,WBGene00006352,sur-6,I,9754122,9757898,ortholog_one2one,67.0611,WBGene00248708,OVOC11899,OVOC_OM1a,2270732,2277468,ortholog_one2one,92.1105
WBGene00223877,Bma-sur-6,Bm3616c,Bm_v4_Chr3_scaffold_001,2420095,2426050,WBGene00006352,sur-6,I,9754122,9757898,ortholog_one2one,67.0611,WBGene00248708,OVOC11899,OVOC_OM1a,2270732,2277468,ortholog_one2one,92.1105
WBGene00223878,Bm3617,Bm3617,Bm_v4_Chr3_scaffold_001,8596161,8597921,WBGene00009157,F26E4.2,I,9757854,9760787,ortholog_one2one,30.9524,WBGene00237653,OVOC844,OVOC_OM1b,5721846,5723652,ortholog_one2one,72.2222
WBGene00223879,Bm3618,Bm3618,Bm_v4_Chr3_scaffold_001,2551276,2559969,WBGene00009158,F26E4.3,I,9762403,9767873,ortholog_one2one,61.3122,WBGene00248690,OVOC11881,OVOC_OM1a,2128426,2137463,ortholog_one2one,80.9955
WBGene00223880,Bm3619,Bm3619,Bm_v4_Chr3_scaffold_001,1691400,1696642,WBGene00009162,F26E4.7,I,9774165,9779541,ortholog_one2one,72.3881,WBGene00237085,OVOC276,OVOC_OM1b,2135782,2142700,ortholog_one2one,88.0597
WBGene00223881,Bma-cco-1,Bm3620,Bm_v4_Chr3_scaffold_001,4630960,4632306,WBGene00000371,cco-1,I,9788749,9790050,ortholog_one2one,44.2029,WBGene00237027,Ovo-cco-1,OVOC_OM1b,1720036,1724920,ortholog_one2one,85.5072
WBGene00223882,Bma-drsh-1,Bm3621a,Bm_v4_Chr4_scaffold_001,6667109,6675676,WBGene00009163,drsh-1,I,9781338,9785722,ortholog_one2one,29.2969,WBGene00243645,Ovo-drsh-1,OVOC_OM2,20385918,20392802,ortholog_one2one,75.5469
WBGene00223882,Bma-drsh-1,Bm3621b,Bm_v4_Chr4_scaffold_001,6667109,6675676,WBGene00009163,drsh-1,I,9781338,9785722,ortholog_one2one,29.2969,WBGene00243645,Ovo-drsh-1,OVOC_OM2,20385918,20392802,ortholog_one2one,75.5469
WBGene00223882,Bma-drsh-1,Bm3621c,Bm_v4_Chr4_scaffold_001,6667109,6675676,WBGene00009163,drsh-1,I,9781338,9785722,ortholog_one2one,29.2969,WBGene00243645,Ovo-drsh-1,OVOC_OM2,20385918,20392802,ortholog_one2one,75.5469
WBGene00223883,Bma-hrdl-1,Bm3622,Bm_v4_Chr3_scaffold_001,2363365,2368397,WBGene00009164,hrdl-1,I,9793756,9796675,ortholog_one2one,24.4147,WBGene00248713,Ovo-hrdl-1,OVOC_OM1a,2346526,2351618,ortholog_one2one,72.5752
WBGene00223884,Bm3623,Bm3623a,Bm_v4_Chr4_scaffold_001,8485133,8490676,WBGene00009172,F26F2.7,V,20580996,20590321,ortholog_one2one,52.5084,WBGene00249665,OVOC12856,OVOC_OO_000240,1638,3942,ortholog_one2many,24.0803
WBGene00223884,Bm3623,Bm3623a,Bm_v4_Chr4_scaffold_001,8485133,8490676,WBGene00009172,F26F2.7,V,20580996,20590321,ortholog_one2one,52.5084,WBGene00243871,OVOC7062,OVOC_OM2,21950496,21955284,ortholog_one2many,79.7659
WBGene00223884,Bm3623,Bm3623b,Bm_v4_Chr4_scaffold_001,8485133,8490676,WBGene00009172,F26F2.7,V,20580996,20590321,ortholog_one2one,52.5084,WBGene00249665,OVOC12856,OVOC_OO_000240,1638,3942,ortholog_one2many,24.0803
WBGene00223884,Bm3623,Bm3623b,Bm_v4_Chr4_scaffold_001,8485133,8490676,WBGene00009172,F26F2.7,V,20580996,20590321,ortholog_one2one,52.5084,WBGene00243871,OVOC7062,OVOC_OM2,21950496,21955284,ortholog_one2many,79.7659
WBGene00223886,Bma-rom-1,Bm3625,Bm_v4_Chr1_scaffold_001,11581566,11584681,WBGene00004400,rom-1,III,4907217,4908968,ortholog_one2one,39.2573,WBGene00244626,Ovo-rom-1,OVOC_OM3,2628912,2634659,ortholog_one2one,82.7586
WBGene00223887,Bma-tag-340,Bm3626,Bm_v4_Chr1_scaffold_001,13539966,13545076,WBGene00017826,tag-340,III,4900073,4903143,ortholog_one2one,16.3415,WBGene00244545,Ovo-tag-340,OVOC_OM3,1947154,1952687,ortholog_one2one,79.2683
WBGene00223889,Bma-nhl-2,Bm3628,Bm_v4_Chr1_scaffold_001,13689010,13696884,WBGene00003598,nhl-2,III,4894647,4899085,ortholog_one2one,28.0443,WBGene00244562,Ovo-nhl-2,OVOC_OM3,2117397,2127062,ortholog_one2one,86.1624
WBGene00223890,Bma-rars-1,Bm3629a,Bm_v4_Chr1_scaffold_001,2062469,2067779,WBGene00004679,rars-1,III,4914096,4917129,ortholog_one2one,52.6316,WBGene00245960,Ovo-rars-1,OVOC_OM3,12338054,12344745,ortholog_one2one,85.0415
WBGene00223890,Bma-rars-1,Bm3629b,Bm_v4_Chr1_scaffold_001,2062469,2067779,WBGene00004679,rars-1,III,4914096,4917129,ortholog_one2one,52.6316,WBGene00245960,Ovo-rars-1,OVOC_OM3,12338054,12344745,ortholog_one2one,85.0415
WBGene00223891,Bm3630,Bm3630,Bm_v4_ChrX_scaffold_001,12739921,12741869,WBGene00017831,F26F4.12,III,4908960,4910038,ortholog_one2one,39.3939,WBGene00240336,OVOC3527,OVOC_OM1b,26363039,26366120,ortholog_one2one,82.197
WBGene00223893,Bm3632,Bm3632,Bm_v4_Chr4_scaffold_001,6579433,6581028,WBGene00017835,F26F12.4,V,5866134,5867952,ortholog_one2one,42.9487,WBGene00243630,OVOC6821,OVOC_OM2,20276039,20277943,ortholog_one2one,77.5641
WBGene00223894,Bm3633,Bm3633a,Bm_v4_Chr2_contig_001,9660773,9672257,WBGene00000482,chd-3,X,12846437,12852601,ortholog_one2many,56.9881,WBGene00246735,OVOC9926,OVOC_OM4,1984198,1996339,ortholog_one2one,93.7161
WBGene00223894,Bm3633,Bm3633a,Bm_v4_Chr2_contig_001,9660773,9672257,WBGene00002637,let-418,V,5826833,5832866,ortholog_one2many,56.1755,WBGene00246735,OVOC9926,OVOC_OM4,1984198,1996339,ortholog_one2one,93.7161
WBGene00223894,Bm3633,Bm3633b,Bm_v4_Chr2_contig_001,9660773,9672257,WBGene00000482,chd-3,X,12846437,12852601,ortholog_one2many,56.9881,WBGene00246735,OVOC9926,OVOC_OM4,1984198,1996339,ortholog_one2one,93.7161
WBGene00223894,Bm3633,Bm3633b,Bm_v4_Chr2_contig_001,9660773,9672257,WBGene00002637,let-418,V,5826833,5832866,ortholog_one2many,56.1755,WBGene00246735,OVOC9926,OVOC_OM4,1984198,1996339,ortholog_one2one,93.7161
WBGene00223895,Bm3634,Bm3634,Bm_v4_Chr3_scaffold_001,5556880,5563392,WBGene00017837,F26G1.1,II,4791620,4795643,ortholog_one2one,22.5636,WBGene00248727,OVOC11918,OVOC_OM1a,2451619,2458362,ortholog_one2one,79.661
WBGene00223897,Bm3636,Bm3636,Bm_v4_Chr2_contig_001,12030221,12031772,WBGene00044662,F26G1.9,II,4772835,4773991,ortholog_one2many,12.828,WBGene00247223,OVOC10414,OVOC_OM4,6889763,6891157,ortholog_one2one,41.1079
WBGene00223897,Bm3636,Bm3636,Bm_v4_Chr2_contig_001,12030221,12031772,WBGene00013173,Y53F4B.27,II,15145894,15151934,ortholog_one2many,1.16618,WBGene00247223,OVOC10414,OVOC_OM4,6889763,6891157,ortholog_one2one,41.1079
WBGene00223897,Bm3636,Bm3636,Bm_v4_Chr2_contig_001,12030221,12031772,WBGene00017841,F26G1.5,II,4770534,4771382,ortholog_one2many,23.6152,WBGene00247223,OVOC10414,OVOC_OM4,6889763,6891157,ortholog_one2one,41.1079
WBGene00223899,Bm3638,Bm3638,Bm_v4_Chr3_scaffold_001,13568037,13572765,WBGene00009174,F26H9.2,I,9289753,9294035,ortholog_one2one,35.5263,WBGene00237346,OVOC537,OVOC_OM1b,3907595,3912814,ortholog_one2one,80.0752
WBGene00223900,Bm3639,Bm3639,Bm_v4_Chr3_scaffold_001,13576986,13578375,WBGene00012295,nmat-1,X,12014250,12016190,ortholog_one2many,39.2405,WBGene00237344,OVOC535,OVOC_OM1b,3902037,3903227,ortholog_one2one,91.9831
WBGene00223900,Bm3639,Bm3639,Bm_v4_Chr3_scaffold_001,13576986,13578375,WBGene00009176,nmat-2,I,9305751,9306844,ortholog_one2many,44.7257,WBGene00237344,OVOC535,OVOC_OM1b,3902037,3903227,ortholog_one2one,91.9831
WBGene00223901,Bm3640,Bm3640,Bm_v4_Chr3_scaffold_001,13602943,13604934,WBGene00004268,rab-5,I,9308442,9310221,ortholog_one2many,78.8018,WBGene00237342,Ovo-rab-5,OVOC_OM1b,3894816,3898579,ortholog_one2many,93.0876
WBGene00223902,Bm3641,Bm3641a,Bm_v4_Chr2_contig_001,7368259,7385759,WBGene00009180,nurf-1,II,14390718,14407905,ortholog_one2one,21.8981,WBGene00248198,OVOC11389,OVOC_OM4,14214319,14227267,ortholog_one2one,55.9722
WBGene00223902,Bm3641,Bm3641b,Bm_v4_Chr2_contig_001,7368259,7385759,WBGene00009180,nurf-1,II,14390718,14407905,ortholog_one2one,21.8981,WBGene00248198,OVOC11389,OVOC_OM4,14214319,14227267,ortholog_one2one,55.9722
WBGene00223902,Bm3641,Bm3641c,Bm_v4_Chr2_contig_001,7368259,7385759,WBGene00009180,nurf-1,II,14390718,14407905,ortholog_one2one,21.8981,WBGene00248198,OVOC11389,OVOC_OM4,14214319,14227267,ortholog_one2one,55.9722
WBGene00223902,Bm3641,Bm3641d,Bm_v4_Chr2_contig_001,7368259,7385759,WBGene00009180,nurf-1,II,14390718,14407905,ortholog_one2one,21.8981,WBGene00248198,OVOC11389,OVOC_OM4,14214319,14227267,ortholog_one2one,55.9722
WBGene00223902,Bm3641,Bm3641e,Bm_v4_Chr2_contig_001,7368259,7385759,WBGene00009180,nurf-1,II,14390718,14407905,ortholog_one2one,21.8981,WBGene00248198,OVOC11389,OVOC_OM4,14214319,14227267,ortholog_one2one,55.9722
WBGene00223902,Bm3641,Bm3641f,Bm_v4_Chr2_contig_001,7368259,7385759,WBGene00009180,nurf-1,II,14390718,14407905,ortholog_one2one,21.8981,WBGene00248198,OVOC11389,OVOC_OM4,14214319,14227267,ortholog_one2one,55.9722
WBGene00223902,Bm3641,Bm3641g,Bm_v4_Chr2_contig_001,7368259,7385759,WBGene00009180,nurf-1,II,14390718,14407905,ortholog_one2one,21.8981,WBGene00248198,OVOC11389,OVOC_OM4,14214319,14227267,ortholog_one2one,55.9722
WBGene00223902,Bm3641,Bm3641h,Bm_v4_Chr2_contig_001,7368259,7385759,WBGene00009180,nurf-1,II,14390718,14407905,ortholog_one2one,21.8981,WBGene00248198,OVOC11389,OVOC_OM4,14214319,14227267,ortholog_one2one,55.9722
WBGene00223902,Bm3641,Bm3641i,Bm_v4_Chr2_contig_001,7368259,7385759,WBGene00009180,nurf-1,II,14390718,14407905,ortholog_one2one,21.8981,WBGene00248198,OVOC11389,OVOC_OM4,14214319,14227267,ortholog_one2one,55.9722
WBGene00223903,Bm3642,Bm3642,Bm_v4_Chr1_scaffold_001,6700580,6719313,WBGene00001470,baz-2,III,7650549,7656032,ortholog_one2one,25.0158,WBGene00245633,Ovo-baz-2,OVOC_OM3,9637897,9661264,ortholog_one2one,89.3604
WBGene00223904,Bma-exl-1,Bm3643,Bm_v4_Chr2_contig_001,653948,657025,WBGene00001371,exl-1,II,14412201,14413516,ortholog_one2one,34.1085,WBGene00248140,Ovo-exl-1,OVOC_OM4,13770377,13779324,ortholog_one2one,79.0698
WBGene00223906,Bm3645,Bm3645,Bm_v4_Chr3_scaffold_001,2781099,2785693,WBGene00017855,F27C1.6,I,5421313,5428457,ortholog_one2one,27.3232,WBGene00255467,OVOC13453,OVOC_OM1a,1868211,1874482,ortholog_one2one,69.0707
WBGene00223907,Bm3646,Bm3646,Bm_v4_Chr3_scaffold_001,13182383,13191706,WBGene00017860,F27C1.13,I,5443878,5446855,ortholog_one2many,4.24646,WBGene00237425,OVOC616,OVOC_OM1b,4356776,4366130,ortholog_one2one,66.6112
WBGene00223907,Bm3646,Bm3646,Bm_v4_Chr3_scaffold_001,13182383,13191706,WBGene00017858,F27C1.11,I,5433907,5443026,ortholog_one2many,16.8193,WBGene00237425,OVOC616,OVOC_OM1b,4356776,4366130,ortholog_one2one,66.6112
WBGene00223909,Bm3648,Bm3648,Bm_v4_ChrX_scaffold_001,318608,321588,WBGene00000002,aat-1,IV,9598986,9601695,ortholog_many2many,70.894,WBGene00242584,OVOC5775,OVOC_OM2,13234455,13237512,ortholog_one2many,90.8524
WBGene00223909,Bm3648,Bm3648,Bm_v4_ChrX_scaffold_001,318608,321588,WBGene00000004,aat-3,X,2552436,2557726,ortholog_many2many,70.2703,WBGene00242584,OVOC5775,OVOC_OM2,13234455,13237512,ortholog_one2many,90.8524
WBGene00223910,Bm3649,Bm3649,Bm_v4_Chr1_scaffold_001,1998443,2001474,WBGene00010135,F55H12.4,I,8893308,8894137,ortholog_one2many,34.5972,WBGene00245970,OVOC9161,OVOC_OM3,12403278,12406851,ortholog_one2one,60.1896
WBGene00223912,Bm3651,Bm3651.1,Bm_v4_Chr3_scaffold_001,3719979,3722965,WBGene00009189,F27D4.4,I,7725019,7727112,ortholog_one2one,52.6992,WBGene00237125,OVOC316,OVOC_OM1b,2445865,2452453,ortholog_one2one,84.5758
WBGene00223912,Bm3651,Bm3651.2,Bm_v4_Chr3_scaffold_001,3719979,3722965,WBGene00009189,F27D4.4,I,7725019,7727112,ortholog_one2one,52.6992,WBGene00237125,OVOC316,OVOC_OM1b,2445865,2452453,ortholog_one2one,84.5758
WBGene00223913,Bm3652,Bm3652,Bm_v4_Chr3_scaffold_001,13152244,13155143,WBGene00006518,bckd-1B,I,7727267,7729092,ortholog_one2one,65.3005,WBGene00237431,Ovo-tag-173,OVOC_OM1b,4397024,4401574,ortholog_one2one,87.9781
WBGene00223914,Bm3653,Bm3653,Bm_v4_Chr3_scaffold_001,3717587,3718946,WBGene00009191,F27D4.7,I,7723754,7724656,ortholog_one2one,45.2381,WBGene00237126,OVOC317,OVOC_OM1b,2452879,2454067,ortholog_one2one,73.2143
WBGene00223916,Bma-stn-2,Bm3655,Bm_v4_ChrX_scaffold_001,19174942,19179311,WBGene00017866,stn-2,X,7676511,7680629,ortholog_one2one,50.9317,WBGene00239483,Ovo-stn-2,OVOC_OM1b,19769734,19774613,ortholog_one2one,87.5776
WBGene00223917,Bma-pax-3,Bm3656,Bm_v4_Chr2_contig_001,8964772,8971067,WBGene00003939,pax-3,II,10146746,10152445,ortholog_one2one,45.4277,WBGene00247363,OVOC10554,OVOC_OM4,8014419,8022438,ortholog_one2one,86.7257
WBGene00223918,Bma-phg-1,Bm3657,Bm_v4_Chr2_contig_001,4014918,4021461,WBGene00004017,phg-1,II,10137658,10139216,ortholog_one2one,38.6555,WBGene00247913,Ovo-phg-1,OVOC_OM4,11934410,11937265,ortholog_one2one,61.7647
WBGene00223919,Bma-cfz-2,Bm3658,Bm_v4_Chr4_scaffold_001,8622120,8626731,WBGene00000478,cfz-2,V,3441504,3444877,ortholog_one2one,54.8611,WBGene00243849,Ovo-cfz-2,OVOC_OM2,21794990,21802450,ortholog_one2one,89.2361
WBGene00223920,Bma-grl-1,Bm3659,Bm_v4_Chr1_scaffold_001,10010831,10012030,WBGene00001724,grl-15,III,12232632,12235711,ortholog_one2one,24.026,WBGene00244821,OVOC8012,OVOC_OM3,4114377,4116583,ortholog_one2one,67.5325
WBGene00223921,Bm3660,Bm3660,Bm_v4_Chr3_scaffold_001,5720764,5732836,WBGene00017885,dip-2,I,4934118,4949332,ortholog_one2one,45.3596,WBGene00238601,OVOC1792,OVOC_OM1b,13001492,13015779,ortholog_one2one,73.2022
WBGene00223922,Bm3661,Bm3661,Bm_v4_Chr3_scaffold_001,10592191,10595603,WBGene00017886,F28B3.5,I,4926592,4928840,ortholog_one2one,39.3089,WBGene00238555,OVOC1746,OVOC_OM1b,12545944,12555387,ortholog_one2one,78.1857
WBGene00223923,Bma-rgl-1,Bm3662.1,Bm_v4_ChrX_scaffold_001,18769245,18777247,WBGene00017891,rgl-1,X,3210470,3220367,ortholog_one2one,54.8718,WBGene00239617,Ovo-rgl-1,OVOC_OM1b,20659533,20667059,ortholog_one2one,87.0513
WBGene00223923,Bma-rgl-1,Bm3662.2,Bm_v4_ChrX_scaffold_001,18769245,18777247,WBGene00017891,rgl-1,X,3210470,3220367,ortholog_one2one,54.8718,WBGene00239617,Ovo-rgl-1,OVOC_OM1b,20659533,20667059,ortholog_one2one,87.0513
WBGene00223925,Bma-vrk-1,Bm3664a,Bm_v4_Chr2_contig_001,2371581,2375326,WBGene00017895,vrk-1,II,5921967,5924838,ortholog_one2one,31.8091,WBGene00247731,Ovo-vrk-1,OVOC_OM4,10638277,10642879,ortholog_one2one,73.9563
WBGene00223925,Bma-vrk-1,Bm3664b,Bm_v4_Chr2_contig_001,2371581,2375326,WBGene00017895,vrk-1,II,5921967,5924838,ortholog_one2one,31.8091,WBGene00247731,Ovo-vrk-1,OVOC_OM4,10638277,10642879,ortholog_one2one,73.9563
WBGene00223926,Bm3665,Bm3665a,Bm_v4_Chr4_scaffold_001,11280838,11292175,WBGene00009200,F28C1.1,V,12450807,12453336,ortholog_one2one,33.1839,WBGene00249058,OVOC12249,OVOC_OO_000003,190790,198708,ortholog_one2one,87.5934
